"Species","AgeClass","Watershed","Stream","Year","CI","BA","Site","CUE"
"BLTR","Mature","Ram","Fall",2020,"T","After","SP3",5.90572593125105
"BLTR","Mature","Ram","Fall",2023,"T","After","SP1",1.60453656244976
"BLTR","Mature","Ram","Fall",2023,"T","After","ST.2023.10",2.57778005114879
"BLTR","Mature","Ram","Fall",2023,"T","After","ST.2023.9",3.62993517406667
"BLTR","Immature","Ram","Fall",2023,"T","After","ST.2023.9",479.651216660186
"BLTR","Mature","Ram","Fall",2020,"T","After","SP2",0.817715898173223
"BLTR","Mature","Ram","Fall",2022,"T","After","SP2",5.29539200061519
"BLTR","Immature","Ram","Fall",2022,"T","After","SP2",74.2230151491187
"BLTR","Immature","Ram","Fall",2019,"T","After","SP1",88.8727596626386
"BLTR","Mature","Ram","Fall",2023,"T","After","ST.2023.8",0.210431024583575
"BLTR","Immature","Ram","Fall",2020,"T","After","SP4",28.0143409559345
"BLTR","Mature","Ram","Fall",2023,"T","After","SP4",19.5437814081995
"BLTR","Mature","Ram","Fall",2023,"T","After","SP2",50.003672216672
"BLTR","Mature","Ram","Fall",2020,"T","After","ST.2020.9",1.69600334435928
"BLTR","Mature","Ram","Fall",2020,"T","After","ST.2020.7",2.1351470674523
"BLTR","Mature","Ram","Fall",2023,"T","After","ST.2023.6",46.2685215303135
"BLTR","Immature","Ram","Fall",2020,"T","After","ST.2020.9",16.4906039464933
"BLTR","Mature","Ram","Fall",2020,"T","After","ST.2020.8",1.87771798839777
"BLTR","Immature","Ram","Fall",2020,"T","After","SP3",15.6577451613169
"BLTR","Immature","Ram","Fall",2020,"T","After","ST.2020.6",24.8646204592672
"BLTR","Immature","Ram","Fall",2019,"T","After","SP2",47.2392414932523
"BLTR","Immature","Ram","Fall",2020,"T","After","ST.2020.5",42.5060838180044
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.552467884276--52.2435748391126",41.1999928330798
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.54899447534--52.2472276150871",16.7756024629755
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.545826409886--52.2545165343576",33.4034022610789
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.555738182775--52.2380402938173",2.10618797442644
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.559665924221--52.2289081662653",15.2421498149281
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.545587226997--52.2582449725668",215.681038714511
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.54856118196--52.250180424561",64.2017825537882
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.550657736883--52.2609148065247",15.3345264804732
"BLTR","Immature","Ram","Fall",2008,"T","Before","-115.558979961461--52.2347171706208",0.351031329071072
"BLTR","Immature","Ram","Fall",2018,"T","Before","SP1",15.121217408178
"BLTR","Immature","Ram","Fall",2018,"T","Before","SP2",94.3643319597811
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.552467884276--52.2435748391126",1.57040331426533
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.54899447534--52.2472276150871",0.0923766655450191
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.545826409886--52.2545165343576",2.60502196836954
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.555738182775--52.2380402938173",1.33022398384828
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.559665924221--52.2289081662653",1.64430464670134
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.545587226997--52.2582449725668",4.06457328398084
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.54856118196--52.250180424561",1.09004465343123
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.550657736883--52.2609148065247",2.4017933041705
"BLTR","Mature","Ram","Fall",2008,"T","Before","-115.558979961461--52.2347171706208",1.23784731830326
"BLTR","Mature","Ram","Fall",2017,"T","Before","-115.550511--52.253288",0.0433137316069298
"BLTR","Immature","Ram","Fall",2017,"T","Before","-115.550511--52.253288",519.829749880569
"BLTR","Immature","Ram","Fall",2017,"T","Before","-115.556157--52.240482",270.94904806715
"BLTR","Mature","Ram","Fall",2018,"T","Before","SP1",0.595149956298549
"BLTR","Mature","Ram","Fall",2017,"T","Before","-115.556157--52.240482",0.259882389641579
"BLTR","Mature","Ram","Fall",2018,"T","Before","SP2",0.154298136818142
"BKTR","AllAges","Clearwater","Limestone",2022,"C","After","SP4",5.42078574759602
"BKTR","AllAges","Clearwater","Limestone",2022,"C","After","SP2",1.88164380139442
"BKTR","AllAges","Clearwater","Limestone",2023,"C","After","SP1",11.5375222588136
"BKTR","AllAges","Clearwater","Limestone",2020,"C","After","SP3",4.28244503597389
"BKTR","AllAges","Clearwater","Limestone",2019,"C","After","SP1",19.5854382543759
"BKTR","AllAges","Clearwater","Limestone",2020,"C","After","SP4",4.69029694416188
"BKTR","AllAges","Clearwater","Limestone",2022,"C","After","SP3",6.18170126602304
"BKTR","AllAges","Clearwater","Limestone",2019,"C","After","SP2",0.605735203743583
"BKTR","AllAges","Clearwater","Limestone",2023,"C","After","SP2",8.24654828920622
"BKTR","AllAges","Clearwater","Limestone",2022,"C","After","ST.2022.5",7.76251800199076
"BKTR","AllAges","Clearwater","Limestone",2021,"C","After","SP4",2.32277412162819
"BKTR","AllAges","Clearwater","Limestone",2021,"C","After","SP3",0.921100082714627
"BKTR","AllAges","Clearwater","Limestone",2023,"C","After","SP4",12.6043955520232
"BKTR","AllAges","Clearwater","Limestone",2020,"C","After","SP1",26.1025221240313
"BKTR","AllAges","Clearwater","Limestone",2021,"C","After","SP2",5.28631351818829
"BKTR","AllAges","Clearwater","Limestone",2021,"C","After","SP1",7.11850172619673
"BKTR","AllAges","Clearwater","Limestone",2023,"C","After","SP3",1.53254437233036
"BKTR","AllAges","Clearwater","Limestone",2020,"C","After","SP2",13.6460450947898
"BKTR","AllAges","Clearwater","Limestone",2022,"C","After","SP1",1.5985124456987
"BKTR","AllAges","Clearwater","Limestone",2011,"C","Before","-115.503021--51.878235",2.98475684954989
"BKTR","AllAges","Clearwater","Limestone",2018,"C","Before","SP4",11.7750646911929
"BKTR","AllAges","Clearwater","Limestone",2011,"C","Before","-115.53782--51.903298",5.92625635345445
"BKTR","AllAges","Clearwater","Limestone",2011,"C","Before","-115.470184--51.913416",5.79648431651749
"BKTR","AllAges","Clearwater","Limestone",2011,"C","Before","-115.417674--51.981509",3.20104357777832
"BKTR","AllAges","Clearwater","Limestone",2018,"C","Before","SP2",3.89008071894997
"BKTR","AllAges","Clearwater","Limestone",2017,"C","Before","-115.503116--51.878263",8.80162292558759
"BKTR","AllAges","Clearwater","Limestone",2018,"C","Before","SP3",6.99981590445788
"BKTR","AllAges","Clearwater","Limestone",2011,"C","Before","-115.428687--51.894189",7.33932964454578
"BKTR","AllAges","Clearwater","Limestone",2018,"C","Before","SP1",1.01328449864865
"BLTR","Mature","Clearwater","Limestone",2022,"C","After","ST.2022.5",5.75277648190421
"BLTR","Mature","Clearwater","Limestone",2022,"C","After","SP1",3.32265968902801
"BLTR","Mature","Clearwater","Limestone",2022,"C","After","SP4",2.88013842118907
"BLTR","Mature","Clearwater","Limestone",2020,"C","After","SP4",0.398983008775003
"BLTR","Immature","Clearwater","Limestone",2020,"C","After","SP1",0.0257408392758067
"BLTR","Mature","Clearwater","Limestone",2022,"C","After","SP2",1.69508146663732
"BLTR","Immature","Clearwater","Limestone",2022,"C","After","SP1",8.82042391489153
"BLTR","Immature","Clearwater","Limestone",2022,"C","After","SP4",0.58502811680403
"BLTR","Immature","Clearwater","Limestone",2019,"C","After","SP1",5.39508101954995
"BLTR","Immature","Clearwater","Limestone",2022,"C","After","SP2",2.97014274685123
"BLTR","Mature","Clearwater","Limestone",2022,"C","After","SP3",1.23755947785468
"BLTR","Immature","Clearwater","Limestone",2021,"C","After","SP2",1.10041232111775
"BLTR","Mature","Clearwater","Limestone",2023,"C","After","SP2",0.406523072788522
"BLTR","Mature","Clearwater","Limestone",2023,"C","After","SP3",2.58800604085087
"BLTR","Immature","Clearwater","Limestone",2020,"C","After","SP3",1.5444503565484
"BLTR","Immature","Clearwater","Limestone",2022,"C","After","ST.2022.5",4.70272601584778
"BLTR","Immature","Clearwater","Limestone",2023,"C","After","SP2",0.0400797395706993
"BLTR","Immature","Clearwater","Limestone",2022,"C","After","SP3",0.127506128021391
"BLTR","Mature","Clearwater","Limestone",2020,"C","After","SP3",0.836577276463717
"BLTR","Immature","Clearwater","Limestone",2021,"C","After","SP1",0.176851980179639
"BLTR","Mature","Clearwater","Limestone",2023,"C","After","SP1",0.475231197766864
"BLTR","Mature","Clearwater","Limestone",2023,"C","After","SP4",3.89346041543936
"BLTR","Mature","Clearwater","Limestone",2021,"C","After","SP2",6.21929463631729
"BLTR","Mature","Clearwater","Limestone",2021,"C","After","SP1",5.53153693561869
"BLTR","Immature","Clearwater","Limestone",2019,"C","After","SP2",2.56266348428623
"BLTR","Immature","Clearwater","Limestone",2023,"C","After","SP3",1.82076531192606
"BLTR","Mature","Clearwater","Limestone",2020,"C","After","SP2",5.31548331045408
"BLTR","Mature","Clearwater","Limestone",2020,"C","After","SP1",11.184394665338
"BLTR","Immature","Clearwater","Limestone",2023,"C","After","SP4",5.53672973783803
"BLTR","Mature","Clearwater","Limestone",2019,"C","After","SP2",2.86613679163591
"BLTR","Immature","Clearwater","Limestone",2020,"C","After","SP4",0.88805895501533
"BLTR","Mature","Clearwater","Limestone",2019,"C","After","SP1",1.5848050494928
"BLTR","Immature","Clearwater","Limestone",2021,"C","After","SP4",0.776183690788414
"BLTR","Immature","Clearwater","Limestone",2023,"C","After","SP1",2.94299801990564
"BLTR","Mature","Clearwater","Limestone",2021,"C","After","SP4",0.540381050548896
"BLTR","Mature","Clearwater","Limestone",2021,"C","After","SP3",0.0196502200199598
"BLTR","Immature","Clearwater","Limestone",2021,"C","After","SP3",0.0196502200199598
"BLTR","Immature","Clearwater","Limestone",2020,"C","After","SP2",0.65639140153307
"BLTR","Mature","Clearwater","Limestone",2018,"C","Before","SP4",3.065895127968
"BLTR","Immature","Clearwater","Limestone",2018,"C","Before","SP3",5.67444678380862
"BLTR","Mature","Clearwater","Limestone",2011,"C","Before","-115.53782--51.903298",1.83064300957767
"BLTR","Mature","Clearwater","Limestone",2011,"C","Before","-115.417674--51.981509",0.784561289819001
"BLTR","Immature","Clearwater","Limestone",2011,"C","Before","-115.53782--51.903298",1.86438758118279
"BLTR","Mature","Clearwater","Limestone",2018,"C","Before","SP2",1.0163188269508
"BLTR","Mature","Clearwater","Limestone",2011,"C","Before","-115.503021--51.878235",0.607402288892129
"BLTR","Immature","Clearwater","Limestone",2018,"C","Before","SP1",7.50382067232007
"BLTR","Immature","Clearwater","Limestone",2018,"C","Before","SP4",0.0338772942316933
"BLTR","Immature","Clearwater","Limestone",2011,"C","Before","-115.417674--51.981509",1.5269418651316
"BLTR","Mature","Clearwater","Limestone",2011,"C","Before","-115.470184--51.913416",5.06168574076775
"BLTR","Mature","Clearwater","Limestone",2018,"C","Before","SP1",0.20326376539016
"BLTR","Mature","Clearwater","Limestone",2018,"C","Before","SP3",0.271018353853546
"BLTR","Immature","Clearwater","Limestone",2011,"C","Before","-115.428687--51.894189",1.57755872253928
"BLTR","Immature","Clearwater","Limestone",2018,"C","Before","SP2",7.79177767328946
"BLTR","Immature","Clearwater","Limestone",2011,"C","Before","-115.503021--51.878235",0.700199860806205
"BLTR","Mature","Clearwater","Limestone",2011,"C","Before","-115.428687--51.894189",1.34978286420473
"BLTR","Mature","Clearwater","Limestone",2017,"C","Before","-115.503116--51.878263",1.34931567330604
"BLTR","Immature","Clearwater","Limestone",2011,"C","Before","-115.470184--51.913416",0.160286715124312
"BLTR","Immature","Clearwater","Limestone",2017,"C","Before","-115.503116--51.878263",1.25731687739881
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.8",4.08090212308214
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.14",0.378684443895318
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.11",0.248162966944184
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.10",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.8",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.9",1.23153516819291
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","SP4",2.70221897339223
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.16",0.126228147965106
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.7",0.462836542538721
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","SP1",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.9",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","SP3",0.0722793040841321
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.7",0.0551473259875965
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.5",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.11",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.10",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.6",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.7",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.5",0.867351649009585
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","SP2",6.34714278991728
"BKTR","AllAges","Ath/NSask","Mackenzie",2023,"T","After","SP2",4.34571272514206
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","SP3",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","SP2",1.35110948669611
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.6",0.744488900832552
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.8",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.12",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","SP1",2.52977564294462
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.9",0.220589303950386
"BKTR","AllAges","Ath/NSask","Mackenzie",2023,"T","After","SP1",0.124163220718345
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.5",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2023,"T","After","SP3",0.124163220718345
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.8",0.0722793040841322
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","SP3",0.483874567199572
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.7",0.0722793040841321
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.12",0.689341574844956
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.9",0.0722793040841321
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.5",2.06802472453487
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.6",0.462836542538721
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.11",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","SP4",0.420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.14",1.23153516819092
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","SP1",0.568026665842976
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","SP2",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.15",2.1038024660851
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","SP2",1.77084295006124
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.13",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","SP1",2.84008728836122
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.15",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.13",0.568026665842976
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.6",10.372080136073
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.10",0.0551473259875965
"BKTR","AllAges","Ath/NSask","Mackenzie",2021,"T","After","SP4",0.0722793040841321
"BKTR","AllAges","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.12",0.0420760493217019
"BKTR","AllAges","Ath/NSask","Mackenzie",2020,"T","After","SP3",0.413604944906974
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","SP4",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.16",0.0947334744763773
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.162954--53.007399",0.0377518440805939
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.16299--53.001277",0.204205207035958
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.145029--52.995178",0.0360362130063456
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.166239--52.978107",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.157788--52.98451",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","SP1",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.165265--53.023397",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.161129--53.009748",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.179427--52.951011",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.17922--53.03064",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.5",0.245089961744348
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.217445--53.011339",0.660663905116335
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.179586--52.950094",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.168127--53.027078",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.152941--52.982736",0.264262908564294
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.13",0.26737086735747
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.16",0.501320376295257
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.139784--52.972154",0.456458698080377
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.182841--53.058223",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.14",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.169335--53.042493",0.168168994029613
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.136897--52.991529",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.130567--52.987195",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.17521--53.05294",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.174679--52.958417",0.0755036881612269
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.185371--53.063604",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.16995--52.974991",0.11325553224184
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.12",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.10",0.412196753842767
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","SP4",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.6",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.175564--52.967486",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","SP2",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.180917--53.065606",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.181096--53.029981",0.283138830604601
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.167316--53.02547",1.20120710021152
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.16999--53.045891",0.396394362846441
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.193606--52.93666",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.189811--53.024727",0.216217278038073
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.118019--52.985176",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.181241--53.060958",0.0755036881612269
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.8",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.18272--52.941369",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.20271--53.018979",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2011,"T","Before","-117.174353--52.97369",0.0377518440806134
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","SP3",0.211668603324664
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.15",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.114502--52.97317",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.9",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.11",0.0222809056131225
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.16917--52.97741",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2017,"T","Before","-117.164263--53.006786",0.0240241420042304
"BKTR","AllAges","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.7",0.0222809056131225
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.10",30.3680015185791
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP4",192.801498013305
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.15",273.380713557038
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.9",15.7220206747976
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.5",46.151437836351
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.14",5.88295859471034
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.9",144.938031457895
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.16",5.97604338260133
"BLTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP1",73.0897754138367
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP3",52.8429806495668
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.6",56.5529330605382
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.8",104.142144742605
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.6",5.41383507157319
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.7",9.39107508729895
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.8",10.7140590862525
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP3",2.39432509307905
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.7",4.78065140185145
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP1",7.90127280716087
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP2",4.40991780960414
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.7",3.5545458206723
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.7",27.9505130255974
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.9",3.88427926400431
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP3",20.4535824181486
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.13",0.244465128503768
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.8",7.91457461323353
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.10",3.80431653678116
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.9",0.0266036121453228
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.5",5.97251092662497
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.8",11.2400261313989
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.5",157.734333469042
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.7",4.37190127676272
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.11",41.5681439770669
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.5",4.8280996708597
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP1",0.22809919704849
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP4",3.13636395941674
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.9",2.18595063838136
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.12",112.267243253262
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP4",221.532486701759
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.8",3.83966981698291
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.13",21.4001927361378
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.16",11.7614889602368
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP1",13.647935290068
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.5",4.71939874607301
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.7",7.99598327983574
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP3",0.931405054614667
"BLTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP3",33.6143098823062
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.10",0.0186169575781973
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.14",218.769127218816
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP2",29.2271642522282
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP2",0.931126425086299
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.11",0.190139544391819
